,Customer ID,Age,Gender,Annual Income,Spending Score
49,10a2a14c-cebf-410d-81dc-c333101b5e6e,39,Female,44774,12
50,8e6a7fa3-bf7d-47dd-9e50-e3e7133fc39c,27,Female,198647,25
51,68969a5d-975c-4a8a-a357-1ce87ab24459,58,Female,85181,16
52,92390e01-1df1-4643-b044-546283ae7773,46,Male,87741,3
53,7cb46cd5-4ba6-4177-9d34-ceda14ed832e,45,Female,137494,68
54,579b69ca-a392-45fa-9c5a-25284b10720c,63,Female,56531,2
55,38cb6a10-0af1-4505-b3df-0f8ff3a4e4d3,36,Male,63564,23
56,04c9da15-a924-4beb-bcb3-3f2e3f6fcee5,25,Female,198265,29
57,acb1f373-6d7c-46d8-8d72-7e5bf1ee9921,62,Male,22655,39
58,9a359e4f-973c-4f8a-91dd-eb930fddedc8,36,Male,125614,35
59,0a9ca7d8-91f4-4189-a959-e8d5fde13881,48,Female,170509,54
60,3df8f77f-b527-4f3b-a2cf-b163ff5965d9,50,Female,101081,32
61,accc810b-e7e1-44dc-80bd-98e82bef02d1,48,Female,45667,95
62,cb05e681-1286-4f97-8e7d-2c9b67778936,49,Female,189732,2
63,7a9d06b3-26cd-4b0c-aba5-3bb0d0b93c2a,80,Female,30718,49
64,c6ee3f30-4f9a-4125-8ba4-c6234e046dfb,33,Female,134933,90
65,4d4ce6bb-da34-4f9c-8f1b-4c05bfe5fcaf,21,Male,55978,34
66,97673bb1-e729-47b7-baad-905d6265d941,38,Female,36650,91
67,e426ab28-977d-4660-95ab-2b387d478cc0,83,Female,173558,53
68,085e5698-1f05-46dc-b758-61a28ef4dac3,54,Female,29187,61
69,7897bafe-61af-4fdb-b71e-adc2127aadf8,81,Female,188612,45
70,bd38959a-71ba-4d38-8a52-3c23ffcf5cdd,44,Male,101492,55
71,d240e1a0-b50c-4bbe-8387-3c6082d42f20,23,Male,169008,31
72,7d14cebc-4aed-430e-ae8a-6415fde6e4e6,39,Female,145660,81
73,32cc9d1d-1db3-40f2-9a29-06f8b37d0463,75,Female,118063,35
74,4729da16-d88d-4476-949d-404f5f54adb3,19,Female,95891,93
75,80d67524-2ba0-468a-afaa-5cbfaa28a8a2,24,Male,154402,79
76,2ddd5825-e37e-48bd-af2d-5e31c9955021,44,Female,112848,14
77,2260c459-3b7c-443c-a31d-088405b7f09c,55,Female,127451,31
78,52c8dde3-1956-411a-a010-c879dadab6fb,60,Male,98827,27
79,3a626479-8b72-4500-a12d-97bb7d76e0e6,33,Male,67969,27
80,601dddb0-0511-48c1-8e91-0dde69040557,52,Female,60785,9
81,50bbe6c3-4d3a-49ae-a529-4b94492fbe8b,72,Female,66416,53
82,4679dd26-2bc4-4874-8d90-a262b803daed,72,Male,152544,59
83,767bc943-ceae-4dd2-bad9-3fd9c89d7db0,72,Female,35507,72
84,72292647-1690-41d9-a387-4b21980006fc,68,Male,167873,24
85,d949c615-603e-4342-9d11-8fe87ee9c88b,65,Male,23002,32
86,af160348-4b39-4b4e-984c-8c078e995f5d,81,Female,111464,34
87,9e5e3cf5-07c0-435d-b0f3-fbe03cf91807,64,Female,120469,20
88,65db8631-0f2b-4e2c-ad67-be996981bcbf,76,Male,85934,48
89,385017d0-a567-45ce-8528-28c8b8804112,30,Female,99419,4
90,71a58421-e129-420e-85cf-9292c4d2f309,68,Female,194339,35
91,4f8704b7-eec8-4298-8db8-647c635bd27c,70,Male,187033,14
92,65f74905-788e-4b8e-b2ba-70b6ab52fea1,57,Male,164879,9
93,8050f9eb-d0a0-4389-8081-65ae272944b4,90,Female,34276,98
94,835b35a2-e838-401a-86fe-85c3c181bbb6,65,Male,97470,67
95,b75fb976-3c52-4fd2-9a94-3a2d85d70a82,36,Female,142836,40
96,690e0568-49a9-475f-aa19-567b98f977bc,72,Female,62084,59
97,f4021ca8-b350-4d8b-9293-b2cf386bc0cd,61,Male,166752,93
98,c66bcf0c-db9a-4201-8b7d-5c445e585b1d,46,Male,43269,54
99,f620a5e6-ee46-4404-9d96-603bbd1fc6e6,68,Male,114111,42
100,0ced3471-db47-4b19-9723-e8333b091f98,31,Female,75683,65
101,b72a56cb-3430-4f05-9f46-6e0a2947bad4,51,Male,196283,31
102,35ec8343-eb43-4faa-af75-7a731381d1ee,37,Female,132793,22
103,e9798111-9781-437a-a9b9-232fe9055216,25,Male,141598,63
104,3e51e22e-e3ae-42dd-a4f9-d771c07676ab,30,Male,195148,27
105,716588b1-f862-4c02-a2cf-115cd43f654c,21,Female,175112,33
106,33577556-d045-41a0-9565-7f0f37a39727,65,Male,81473,10
107,d41eea9a-569d-42fb-94b1-d4551204c936,21,Male,172147,80
108,90b18bf2-2413-4212-8934-e67ffc233192,22,Female,106474,74
109,8ec74f4e-2836-4605-bf4e-0be43ad7976f,70,Female,198254,13
110,101fd379-ff5c-4ec0-8cba-f8a9fc0f42de,71,Male,148746,13
111,5ddc5df7-2656-4cc8-a95e-a0618d7cb8e6,27,Female,40263,77
112,3d95829f-3d62-4ee6-a67f-d6efe7029686,21,Female,115816,55
113,36fd3a7f-6226-4d3b-baf5-e39833d9782b,53,Male,149880,32
114,15ce7dc4-22bf-40cc-b575-9ec4fbe27dd9,51,Female,88029,84
115,f17d239d-6a67-4b77-9fd3-5377ea88c142,49,Female,193839,43
116,958eaa2c-0c0b-46fd-a085-b29ce9d5d8e6,56,Female,54564,18
117,81dfd08e-32f2-40a4-95b4-a406726d0dd4,55,Male,134714,96
118,83c5dafc-dd2f-4622-9748-23aefb000a38,84,Male,187596,44
119,a81643c1-eaf7-4b97-9952-f6cc0881f37c,38,Male,129717,71
120,85a5ff51-fe9e-4518-9fb2-11b86df7d52e,46,Female,48265,62
121,26852b46-dbfa-46f9-8d06-1b568551868e,27,Male,179234,97
122,af9762ae-ed8e-4aa0-b32c-922d500b4cf1,53,Female,156298,35
123,2cb233a0-5916-49e0-800d-01869340347d,65,Male,156022,49
124,2bcc1223-2182-4117-ba07-1e3aa9d9b4bd,22,Male,158363,83
125,6abe4dbc-1b70-4a8f-b0b1-7d1bff27fc65,23,Female,114512,25
126,0947cfd7-72d1-456a-8524-947bf653fa57,18,Female,96397,64
127,ee9dbbc6-b790-4c28-a8b3-07272787b57d,44,Female,171517,76
128,90f1ac1f-07e1-4817-bfde-7e5f23f3e17e,38,Female,181538,68
129,ea1cdcc7-425d-4679-83b5-25b8332b5e6a,54,Male,47403,42
130,a04d4663-eb9d-4fae-bab1-2549c7e02be9,88,Female,167725,51
131,ee835638-95d5-4dd0-a912-227ec001ef06,24,Female,185297,95
132,075acc31-0041-4ea2-8917-13a924da66e7,70,Male,160196,34
133,d13d7964-0d0d-4be0-bb64-6f213f921579,42,Female,117940,82
134,2b971aba-879b-431a-8c60-df636ad45731,74,Male,190938,65
135,333c0b32-e155-4d2a-abc5-041ec4d25a9c,22,Female,138220,20
136,3874580e-e7bd-4e60-bb68-c5110a04bd8c,78,Male,94764,75
137,9dfe38e0-581d-458f-bbd3-7b2d98865728,44,Female,83991,1
138,ad19c628-fe46-4ba6-9182-ad6278513ec6,70,Male,82642,56
139,e010b10d-8ed9-41af-bd30-05de2c0c6fe4,58,Female,123333,91
140,dd8ea81b-09a8-434f-a9cb-b0c4baf6f248,38,Male,70435,24
141,5f64caae-cb02-41a9-a648-273e0ed6d7fd,88,Male,189093,50
142,1ecc4ca8-45f0-459e-a911-dae3227d2b0f,33,Female,177848,29
143,f50f86f2-79c0-45bd-9759-ff8154a7ccc3,59,Female,96744,97
144,65f4810e-a2c3-4b7c-ab9e-00e6a91ff435,72,Female,83218,32
145,052a6b92-7855-45d9-8903-5c9d69d6903b,27,Male,39027,29
146,40f78c97-8537-4b3f-87d8-796bcbced99f,35,Female,139195,33
147,c225df9d-d2fc-4e1d-8328-894dac5471e1,37,Female,144020,45
148,d93d2a18-c9e8-42ed-a97c-84912b1b0efd,44,Female,186527,6
149,4884ace5-bbb8-4502-96e0-be564083da60,29,Male,48177,53
150,60fddc74-977b-4d01-8805-9e859748fdc3,58,Female,139447,35
151,fc971eb9-f7bf-46cd-9e83-6d1637d15ccb,39,Female,119071,3
152,e7d7ac8f-87c4-444c-9118-04d957987b53,33,Male,181795,1
153,7b60bfe9-99d7-4355-94fc-0a424055eb05,65,Female,150797,44
154,b8858575-b5d6-4f66-8293-7521077f6d92,52,Female,76398,31
155,0729ee7a-444f-4c2e-9889-fb725930eb84,45,Female,58209,64
156,1c8da0fc-e147-4a54-8ae7-b1bdeb6af340,82,Male,122425,46
157,fcbc528b-9386-41fb-a974-19a9643c7580,59,Female,46020,78
158,1f4fb2c0-d8ae-4d1c-90ff-95a8e3dae34d,34,Female,61463,72
159,30a4fcce-b05f-4988-9d5e-0d580e9028d6,52,Male,29917,3
160,dd714097-4205-4096-b6f8-d9822acd3c04,59,Male,194285,47
161,f13a0cc5-6fb9-4882-aef3-9ccfa421b185,45,Female,96402,43
162,edba12eb-e908-42c4-81c7-b6770912c7fd,29,Male,146297,82
163,9526a9bd-1ea4-4aad-b4a7-adfc5775bf7a,83,Male,148435,71
164,a0ab2029-178e-4eed-a816-277dd64035fa,26,Male,111030,96
165,b5c458ec-1d54-465a-b97b-a149d7f32106,79,Male,27136,48
166,46654e16-4363-43d7-b3a5-54120a7b27a2,49,Male,197608,33
167,61ebc7d9-15c5-41eb-adfb-9b772d36cbd4,19,Female,55184,32
168,df11c432-c609-49b4-98d6-855eab890208,48,Female,92981,70
169,0516205d-d816-4d8f-ab9b-d41f1a560e1c,22,Male,40540,40
170,6557b342-6b66-4645-942f-b13f33f67e64,54,Male,88161,40
171,84140ddb-54f1-4b31-b51d-4aecb10b7ac7,83,Male,165910,52
172,4fcb4b02-1609-41e0-b9e3-c9468853e577,60,Male,167341,34
173,b7b6c61d-d600-4a63-89d4-157f2012c68e,78,Female,90847,77
174,f5712da2-092b-4f52-aed2-bb93b9fee5ab,33,Female,35619,73
175,f9437183-0091-4f94-b9d5-5a97779b7e70,27,Female,41176,50
176,64883a2d-bb3a-4a30-bb76-47f28ad095de,33,Female,120389,51
177,78883927-b348-4c79-932a-074dbf6af0f8,55,Male,74456,13
178,2a5cdb1a-3f0a-4b5a-a33d-d0d81f7661a9,46,Female,181085,64
179,dc9ca753-aa31-4708-85c5-fa1da4a046d0,87,Female,46613,76
180,d49f5b80-4d55-4e37-889b-c7933c3ac0a5,79,Male,83333,73
181,69fae815-5e3e-46de-8e87-4adf49ab06fa,19,Female,165788,44
182,587c0ede-8f38-48df-8df8-bcf74df93862,22,Female,99687,51
183,bc695e38-c5a0-46bd-bc6d-818403c82949,31,Male,83755,8
184,660979ed-b318-4234-9b06-779097557930,84,Male,155012,80
185,7eab5cb6-b411-4003-9993-06061f62b7b0,27,Male,56250,100
186,e5647be0-0575-4fb6-8b1d-13b06203bd70,20,Male,111933,39
187,d4406fb9-a8c7-45f5-ac3d-85d9001719b4,36,Male,191350,99
188,3d83a678-36cb-4cd2-8768-da1634cd1fb3,77,Female,94946,92
189,25cff4ef-5d2a-4fe5-98ee-7ddbd8c0203b,67,Female,63064,26
190,d54d2196-da54-4eab-8ef0-0db3e9cdab3f,26,Male,82707,4
191,3f116bae-d95f-4018-9585-f575dc693e71,34,Female,135368,27
192,d7896112-ac06-4c31-90ff-479f168d9ac3,40,Male,44192,70
193,6d4c5a7b-cc6d-4fc2-af14-2cc50e842f20,41,Male,32923,95
194,6c2dbd85-8fab-489b-b91e-6f148f53bbd7,57,Male,100359,18
195,cf345cd7-8b4a-45c3-b391-1ff46ec6e2d5,35,Female,28555,18
196,7af6d0a2-e4c2-4302-8158-796dfdfa44eb,85,Female,142048,11
197,d9d6674e-8eba-4144-b010-5dc49f7b5da1,63,Female,111526,91
198,461ab175-47b2-4231-a028-1d69a212bdea,35,Male,33041,15
199,54078f11-3d3b-4968-9454-50e676d473c4,77,Male,157332,57
200,f78d1f58-e72e-42c4-ab4b-056bb0830791,25,Male,71927,39
201,790ce395-417a-4943-a8ae-ce90da71ab39,28,Male,194371,19
202,7f8da330-ce44-4a67-82e8-a39fd77d57ca,31,Male,85563,28
203,48ad970f-c5ad-4018-bf63-4901259b7b5b,85,Female,130091,37
204,43137482-a07e-467c-9bad-d892e85677b2,90,Male,42161,94
205,4e6f9bfb-77c5-4a14-95c0-497f123477a8,28,Male,159617,71
206,df390aac-71a8-45bb-b664-62f451a4e17e,70,Male,46295,54
207,2e3dc035-dc1a-4f71-915d-632f29333996,46,Male,74147,48
208,08d38acb-157f-450d-962a-0bf7fa70819a,71,Male,190491,75
209,5a6238a5-053e-4480-ac75-37a6874af50f,81,Female,124912,24
210,574ccc4a-f0a1-4f46-986e-257dbb8be849,35,Male,84210,53
211,5ee59227-16af-4127-a51d-8981576f48ab,37,Male,134784,6
212,5de60d87-18b1-4886-993a-966b6e185657,71,Male,185966,6
213,16226691-d6ba-4b9e-b192-e96299023f4e,50,Male,140875,83
214,ce99e2e8-23fc-49ba-9e2b-a6f26706718e,65,Male,177020,100
215,cfe84106-02eb-4f9f-b161-789528948f7a,83,Male,151188,88
216,2af8b09c-99e5-4f97-b538-cd687a385120,39,Female,33191,2
217,21c59500-d439-4bd9-84f6-06b8767ac948,32,Female,163264,64
218,5cda82c4-cf88-4949-a8b2-0412fdc67680,26,Male,40345,23
219,9db67b3e-286c-4fdd-8a94-53f5a0968f86,24,Male,184070,21
220,1e506e9c-75b3-461d-b7b1-b149e9a21511,65,Female,44776,36
221,5cc59727-7005-46f6-928a-1764d0f6032d,36,Female,119502,52
222,6fc3660d-23f5-4a54-a8df-e146387a73f2,41,Female,113729,54
223,493bf3e8-4f51-4842-823f-a2d668293c11,83,Female,194008,55
224,175f200e-4faa-4287-96d5-71a85f4884e1,61,Female,60084,36
225,37ff2828-b196-493e-abe5-885e907f3b7f,84,Female,144269,1
226,94b3153f-cc9d-4a55-8a2e-742a6555c537,33,Female,109638,49
227,fe2f4101-90dc-4df1-b9dd-14d553d1e389,89,Female,88161,50
228,644db267-9082-4c42-b02d-fad5bf30d735,35,Female,182663,68
229,5bd39ccd-30fc-4598-818a-770632bb7729,89,Female,91139,59
230,29ca88b2-fc25-4417-93f4-823d9d8ac2dc,40,Male,180570,23
231,8640e224-9096-4a13-a32e-662b3d1504c1,69,Female,57994,35
232,2f971837-3a6e-4928-8a41-d0d8b4b87af8,88,Female,172761,69
233,0dbead2b-6caa-4e05-b2de-e5f81b373a4a,34,Female,38774,84
234,1a1b53ef-065d-4333-930a-760ee0908394,88,Male,80079,9
235,4afae204-64df-458a-970e-9fb503bd5b00,61,Female,23888,59
236,4e3f3a44-cfcf-4c9c-b93d-9b00d654880d,60,Female,189867,98
237,9033d3aa-ff53-4145-b47a-750c07f58dee,78,Female,23342,91
238,b35f3089-a257-45eb-ae52-c78e2c266374,35,Female,76836,29
239,206ad996-8643-4336-a3f1-6891e7cd470d,53,Male,170065,28
240,880df93e-6bc1-42bd-bd6a-e2b8d499b710,33,Male,99420,64
241,a2c7ef2d-cecc-4a3f-b2ac-6ebf6595ad62,86,Male,174987,71
242,896b6076-0e1c-40d4-aab7-336a4592610c,90,Female,117976,85
243,2392d7fa-9489-42aa-b50b-36f66ee9b423,84,Male,74475,54
244,2f4cb703-e5c1-48f3-9a89-3615b31e20f1,54,Female,103099,49
245,bb047494-340f-4cb0-b88f-e4c8148eb2ae,20,Male,188784,21
246,7235955d-eca0-4fd9-861a-7042691e3d5e,86,Female,28187,37
247,836d7eca-db4b-4c3c-8d6a-a771b070551a,73,Female,145465,54
248,45d9a060-39e1-4b67-8189-8dbba0d91767,35,Female,120472,94
249,d11ba8ac-69f6-4fb2-bc56-abb52d4966fc,88,Female,37300,4
250,ad5f7b6f-aef3-4867-87e1-f862a6519ce3,54,Female,113062,65
251,12da3593-4e95-4272-9553-1fc6e36e47cc,19,Male,150107,61
252,7c10963a-9c61-4f57-b314-e147b63d70e8,84,Male,22452,48
253,a2257473-45d0-42f6-9207-cbdcfb76515a,60,Female,42834,32
254,ea98c611-5bb3-4855-b79e-04be0cd0f179,39,Female,81494,66
255,80149259-8ffe-43f2-9016-ad52dc3e5443,85,Female,59981,38
256,113e23b5-5cae-4357-8b9d-776c81842ae6,60,Female,91707,89
257,24c83f90-919a-4b1d-9a89-d9a09b167951,85,Male,31207,51
258,31b0ef92-f4dc-4bfd-bb88-fc8ba17d15b3,82,Female,160112,44
259,d44d49f5-41d5-4588-b27f-0fed752e5a8e,44,Male,199826,4
260,a51e2948-955c-4f67-9a32-a22dd3e3798f,48,Male,124952,1
261,29b970a5-f3b9-4adc-a32c-4e6c47292284,21,Female,42522,48
262,42661bdc-2936-4e2c-827c-44abf525d1ed,87,Male,54581,94
263,45d48162-ec3e-49aa-a8fb-bd41df8f113b,41,Male,68045,37
264,705ace34-543a-4cdb-956b-c06f6eb33a4d,52,Female,141101,30
265,a465c323-1e47-44d1-a869-a105745034b2,76,Female,74629,27
266,9c3be039-ea90-42a6-87c5-7175356cf8aa,72,Female,70373,4
267,bf9aa1fc-9517-4cd5-8f27-ff4978267df4,67,Male,22820,19
268,5e562023-f971-41bf-a7e3-a82bf894155b,32,Female,83620,77
269,82737042-63a8-49f4-b8d9-338cfef4dd03,71,Female,96598,33
270,b14041ef-0432-438e-8737-e30c31b391af,38,Male,55259,53
271,b9b58bf2-a4ca-4254-b61e-1db5d7adc35b,57,Female,26527,59
272,7f57a91c-2edc-4f2c-ad13-835eeab36336,80,Male,152277,50
273,a2510f77-4414-4a52-9632-3e6ecd05165b,60,Male,150622,51
274,4cb3f773-9193-401a-b091-4f4eccc0d7c2,53,Male,177668,26
275,6614b886-287a-4a0e-b48c-82d49f977d97,84,Female,138972,90
276,08568a01-b6c5-47b7-a64b-81822fc84c88,26,Male,52463,75
277,8f9a7106-5e73-4627-98af-f49939ed8b15,34,Female,139068,63
278,ce649a2a-76c4-49c2-bb2a-6c1c5d475264,67,Female,193657,23
279,b487d49f-6321-4873-9b5a-4fa413f01e0f,31,Female,154450,38
280,3cc5c19d-687c-4698-be67-dd74ebd83432,81,Female,116964,89
281,ad11524c-2b5b-450f-bfeb-8937c257649a,67,Male,122895,41
282,2f092cee-3d08-489f-921e-1dfaa81ba6b8,32,Female,176367,2
283,c17d862a-d452-483e-98db-abebf2a59c4d,32,Female,118656,21
284,1e92ab44-1bba-41fc-a777-d52c72924ed2,81,Male,68370,93
285,7ac29936-0673-49c8-b7d5-b760ca75cee0,77,Male,105926,7
286,746683ed-cdeb-427b-89ad-5c61f76e5b44,27,Female,124703,17
287,5ace7e9f-f02d-4c07-b0cc-ba3ff524565d,59,Female,147027,49
288,8149aac3-bc36-438a-ab77-4a7b6583633f,37,Female,110855,1
289,20e9a636-f643-4017-8a0d-3ce805d7b7c1,47,Male,70702,66
290,86cc129e-2e37-4d6f-886d-76030c177dfe,28,Male,82523,10
291,e98c5f4a-b9a8-45bd-8482-44fbc183dc1b,63,Male,42330,88
292,da000695-9784-4a92-af48-5d689ee890e9,18,Male,178560,90
293,39a12692-e72f-4a0f-bd56-7cb781f7b6d7,55,Male,129907,39
294,3b514d1a-485b-4fce-83bd-b9a58dceb229,46,Female,134580,1
295,a42124cc-e365-4043-a41f-213589b4e7be,72,Female,107376,38
296,a3dd05ac-dd9c-401e-9831-f831c85c67e8,78,Female,125187,95
297,9d9766aa-f74f-40dc-8f57-8725faea0047,62,Male,186372,61
298,c60bd59f-b270-4f04-aa4c-89ee267dba18,60,Female,127462,31
299,9807af68-f1f5-4a80-94ff-aacafee303dd,76,Female,74630,37
300,da1e6e16-b189-46cc-ba61-91f6ee561561,32,Male,95027,5
301,d4d2ae0f-ed77-46e1-8647-21bdce205458,77,Female,126515,52
302,1b8ce4c9-6432-40c5-8ced-0e788b54d930,56,Male,166446,89
303,98b624bf-578f-4bf0-ab23-16a1e052919a,64,Male,158708,2
304,a3b537d5-a1ac-4d91-814d-2a7fec102c81,67,Female,120643,87
305,5b5ce678-7380-4394-9026-2de0f63d5968,52,Male,57458,35
306,9afc5697-6b05-44ce-b69c-a9c72a475173,58,Female,29260,83
307,bd02bf04-5336-4472-8b51-195741474110,50,Male,190730,46
308,fe29db65-654a-4b03-9ded-647b04b23e31,54,Female,184263,13
309,01dd3ddf-f994-4b83-81a5-67fff8ea7c0f,23,Male,142365,37
310,864add3b-a2df-41ae-8ecf-3df893ff3820,59,Male,193543,47
311,67daafbe-c602-46ef-b49c-7d09fa737824,22,Female,129465,92
312,0676e9d4-fa17-4af6-aae4-eaf61853e288,77,Male,65179,75
313,9e2d5902-4743-49f8-a999-80179e122ef5,53,Male,30343,26
314,bdec8ee7-d49b-4dcd-9312-23e4c7acb6ab,46,Female,38876,73
315,13b200fb-a8b3-4861-bc81-93ac906b37fd,57,Male,135290,39
316,e96f6f63-f71a-4f4c-8125-e53652a1b58d,76,Female,189305,39
317,223c155d-0063-4892-81a1-6aee11bf3fb7,34,Male,151112,35
318,90d41402-9e50-4d94-9246-af60acb95a43,89,Male,66323,86
319,9170cf78-906a-4425-a8c0-8c9a6daa9274,34,Female,174069,15
320,ceb6a4b1-925b-4040-a8bd-51c46be91270,64,Male,76655,16
321,b0770f6c-a81a-42e3-b2d9-042406b6b39a,24,Male,143372,25
322,e56ba8a7-3424-4934-840f-ba04aa52cc7f,55,Female,111764,18
323,bd90e06c-db1c-46e1-b016-1acaea80ba60,84,Male,142286,39
324,b41d027d-48c8-4d1a-8de3-0e3a57b4e818,72,Female,148326,95
325,052c0bb0-b259-4fac-b090-66822627962f,53,Female,101061,61
326,ad8f1ca2-54b0-4070-a333-2fd5bf63c578,85,Male,161924,26
327,bd644298-e43d-475f-98f6-67b03dc136a4,85,Female,173245,84
328,be7031c3-7d61-4ff6-af8e-4a34db857585,45,Male,196725,19
329,13e2e441-4002-4f31-8e01-a563a52e0f1d,43,Female,20953,32
330,e57fdcaf-1394-46f9-9eb0-fb3ef7aa6fdb,86,Female,109022,29
331,1508894c-0fec-448d-b4fd-42995713fc5f,19,Female,129516,21
332,978f4588-019e-446a-90ad-5e8d166b0a73,45,Female,164003,51
333,cd5c4d4a-e09c-47b8-8a86-ad7bf33ffcdc,36,Female,27840,36
334,af312505-503a-4a21-b6ed-6f05935e3fae,51,Female,145171,71
335,d7a8d545-2907-46c8-84d7-fa841cf3f15c,38,Male,26427,39
336,232e7d0e-a8ac-484f-a7d9-977cdf8ad90a,27,Male,56203,32
337,58ac92aa-cfd0-4cad-8678-a4b83664f302,19,Male,82173,10
338,0399d445-cd05-4669-9fc1-c1e15d1dae0e,81,Male,54017,17
339,253c1e99-a1f2-4a08-abfd-23886f6fd829,72,Male,54956,2
340,961ce28c-1daf-4da0-80b8-2efd964311ec,78,Male,186007,97
341,f17fbb93-945a-4d78-b6d9-d5e74f766f9d,53,Male,160578,6
342,bb5c5d99-e2d3-4767-8d83-2c81a991a0c3,83,Female,178348,29
343,ae72e9c8-0e7c-487f-838c-6249adecaf9a,77,Female,169719,55
344,9ebb7634-543e-48e6-b54f-60a6f1e443da,54,Female,165825,98
345,3787f7ba-d2be-40b9-aecf-17eacd3dcb50,42,Male,193045,89
346,a0e67ffe-bdf9-4f19-9c1e-8b1fa3b1d509,70,Male,78287,3
347,5a70b81e-ce1c-4a1f-9261-189df19aad74,29,Female,118684,34
348,3b1f7add-30fb-4a26-860f-35ccd355a0de,88,Male,116405,39
349,6f33b4ee-3229-4142-ba94-7bfad1ca0148,37,Male,121849,4
350,5a1ea26f-eb79-45aa-9f7c-8de30082eae2,22,Female,143719,41
351,ccf68e64-dd0a-42c8-af5a-b9c63279585c,21,Female,101576,83
352,b9b12e25-242a-4348-98f2-573f986a933c,36,Female,26334,57
353,86020c4a-69f2-437a-b5a6-e6ac368e4637,50,Male,157555,17
354,a78e4455-ac5e-4661-a51b-08e7a98c21ab,53,Male,74738,55
355,a19318d0-9239-4cd2-aa2c-db80298d3a6e,70,Male,129521,31
356,2265a1ff-39a5-4a9d-b1a1-4ed26bfc4e96,38,Female,137145,59
